video1.webm,0.8478602020305901,1
video1000.webm,0.8618306275983251,1
video1002.webm,0.8795761596476768,1
video1008.webm,0.916807617947447,1
video1010.webm,0.8536377236565783,1
video1011.webm,0.9004823748746937,1
video1013.webm,0.880428472515409,1
video1016.webm,0.8622914485654651,1
video1018.webm,0.888670033574844,1
video1026.webm,0.9035332336979754,1
video1029.webm,0.9010552373945898,1
video103.webm,0.8611053498775645,1
video1034.webm,0.8084566374243267,1
video1037.webm,0.8777291011311497,1
video1058.webm,0.8930782182775494,1
video1059.webm,0.8670651698424933,1
video1062.webm,0.8659126333577732,1
video1068.webm,0.881139851945476,1
video1072.webm,0.8619882415923852,1
video1082.webm,0.8777181282847747,1
video1087.webm,0.8195168724105002,1
video109.webm,0.8456788522060275,1
video1092.webm,0.8599449669965407,1
video1094.webm,0.9003316568355335,1
video1096.webm,0.8954662651345642,1
video1098.webm,0.8110759929929047,1
video11.webm,0.8508094471311021,1
video1101.webm,0.9096485534715975,1
video1108.webm,0.8642737040214713,1
video111.webm,0.8505497064859626,1
video1113.webm,0.8799104494714178,1
video1120.webm,0.7643128895217869,1
video1123.webm,0.8997628246287552,1
video1126.webm,0.8852288003273426,1
video1130.webm,0.8605992860300151,1
video1138.webm,0.9112667707927266,1
video1140.webm,0.9227855426326305,1
video1141.webm,0.8155433333289223,1
video1142.webm,0.8651644758452981,1
video1151.webm,0.8403947396400917,1
video1155.webm,0.8619749394225215,1
video1157.webm,0.9254587386966637,1
video1158.webm,0.8977131987812635,1
video116.webm,0.8293189372813119,1
video1169.webm,0.8704778973703305,1
video117.webm,0.8842787405089407,1
video1172.webm,0.8772254658775894,1
video1179.webm,0.8393128503968036,1
video118.webm,0.9008651827476108,1
video1180.webm,0.8761908844872566,1
video1187.webm,0.8423894415286888,1
video1206.webm,0.8812265229310122,1
video1209.webm,0.8027292126611684,1
video1218.webm,0.897738138222024,1
video1226.webm,0.8346983174431407,1
video1227.webm,0.8975554330159823,1
video1232.webm,0.8967444303002516,1
video1237.webm,0.9191228668990706,1
video1240.webm,0.8172276765027341,1
video1248.webm,0.8244760847920201,1
video1252.webm,0.8194644689786137,1
video1262.webm,0.893785657438281,1
video1268.webm,0.8910291026980379,1
video1269.webm,0.866498760570272,1
video127.webm,0.8221911039665706,1
video1271.webm,0.7993875887771147,1
video1276.webm,0.9024333875330953,1
video1279.webm,0.8228909295360435,1
video1287.webm,0.88051800727567,1
video1292.webm,0.8591748783345762,1
video1302.webm,0.8787418626402679,1
video1303.webm,0.8224202475589171,1
video1304.webm,0.8719520397354731,1
video1306.webm,0.7522435024263673,1
video1308.webm,0.8643931952856488,1
video1313.webm,0.9019948956756473,1
video1314.webm,0.9160662356927637,1
video1316.webm,0.8675706574094944,1
video1318.webm,0.843359894886031,1
video1320.webm,0.7833503970177593,1
video1323.webm,0.8881693309521235,1
video1326.webm,0.8530591095439499,1
video1327.webm,0.9342054346136427,1
